day,mo,yr,time,time2,bison_1_tempC,bison_1_percRH,bison_2_tempC,bison_2_percRH,bison_3_tempC,bison_3_percRH,cattle_1_tempC,cattle_1_percRH,cattle_2_tempC,cattle_2_percRH,cattle_3_tempC,cattle_3_percRH,ungrazed_1_tempC,ungrazed_1_percRH,ungrazed_2_tempC,ungrazed_2_percRH,ungrazed_3_tempC,ungrazed_3_percRH,trtpd_1_tempC,trtpd_1_percRH,trtpd_2_tempC,trtpd_2_percRH,trtpd_3_tempC,trtpd_3_percRH,untrtpd_1_tempC,untrtpd_1_percRH,untrtpd_2_tempC,untrtpd_2_percRH,untrtpd_3_tempC,untrtpd_3_percRH
23,8,2022,17,5pm,14.648,97.289,11.645,99.585,13.017,98.779,17.35,76.752,15.377,91.429,18.123,73.773,14.176,100,17.565,71.111,13.06,88.181,15.634,94.847,16.106,89.573,14.691,100,13.146,99.829,16.75,99.609,15.763,90.305
23,8,2022,23,11pm,13.661,100,12.074,97.998,13.618,100,16.106,96.703,12.889,100,15.163,91.893,14.133,100,12.417,95.116,13.146,99.048,13.704,100,14.219,99.316,12.417,100,10.83,100,15.12,99.341,15.163,99.536
24,8,2022,5,5am,29.749,46.593,27.561,49.499,28.419,48.742,24,67.204,26.274,57.778,24.472,64.322,26.917,59.17,26.016,55.287,31.508,40.781,23.185,71.331,28.161,53.797,27.26,65.079,26.574,52.772,24.515,69.939,20.568,100
24,8,2022,11,11am,27.775,43.272,29.963,40.537,28.076,40.488,24.901,57.07,34.339,38.315,27.475,49.377,31.293,39.121,29.749,38.315,27.689,40.83,28.29,45.519,30.864,38.755,31.894,46.105,30.521,42.222,26.703,59.609,27.175,53.626
24,8,2022,17,5pm,16.879,81.245,13.361,96.435,16.879,82.882,17.951,77.827,15.806,89.695,16.793,82.442,16.793,83.175,17.779,74.603,15.935,79.707,17.737,77.509,17.222,80.611,14.734,88.913,14.176,94.481,16.407,89.426,14.562,98.266
24,8,2022,23,11pm,15.291,95.849,13.532,99.048,14.39,100,15.248,95.971,13.275,100,14.691,96.752,15.42,100,15.248,97.338,10.057,99.194,15.077,91.551,15.42,95.433,15.42,97.167,13.532,100,15.42,97.216,14.691,100
25,8,2022,5,5am,26.231,55.702,23.013,66.032,23.442,67.717,20.997,88.23,19.538,80.537,18.38,83.687,19.967,96.142,22.198,66.447,25.759,51.111,20.654,76.361,27.518,57.436,20.568,85.812,21.812,71.77,21.64,84.908,24.644,68.596
25,8,2022,11,11am,27.647,47.35,29.834,37.753,25.416,50.085,26.703,52.943,36.441,29.499,28.376,47.399,26.789,55.482,28.247,43.541,32.151,31.233,26.874,49.573,27.175,49.035,26.703,60.733,32.837,34.31,26.531,50.012,25.459,56.386
25,8,2022,17,5pm,19.967,80.488,14.605,95.751,16.836,95.726,19.924,83.663,16.836,95.556,17.136,92.234,19.495,88.23,19.882,79.048,17.522,76.19,18.809,82.662,18.251,88.791,17.222,94.872,16.364,93.016,17.436,97.924,16.75,97.314
25,8,2022,23,11pm,15.205,97.387,11.259,99.438,14.691,100,17.222,92.576,14.862,100,13.489,100,13.661,100,17.951,82.637,15.549,94.188,15.763,91.477,14.305,97.631,13.232,100,13.361,100,14.047,98.584,13.618,100
26,8,2022,5,5am,36.227,27.546,43.648,18.95,36.784,25.397,33.395,41.783,30.306,41.099,32.022,34.31,35.926,36.801,39.873,25.714,33.781,35.922,38.329,28.718,39.187,26.496,32.494,49.255,36.312,31.038,31.636,33.529,38.157,28.205
26,8,2022,11,11am,33.738,22.247,31.164,28.107,30.692,28.816,30.564,33.944,30.65,29.402,32.88,28.278,32.151,27.863,39.83,18.462,31.894,29.695,33.653,22.808,31.422,22.589,35.626,29.768,32.065,27.643,30.993,27.473,28.462,37.705
26,8,2022,17,5pm,18.895,53.993,15.849,73.187,19.195,55.922,17.608,62.295,19.367,58.388,18.466,58.73,18.423,60.195,20.311,46.838,16.192,73.504,17.865,54.09,18.852,54.921,15.12,74.628,14.519,77.631,19.367,55.433,20.697,54.164
26,8,2022,23,11pm,15.42,68.278,14.262,76.166,16.321,62.906,15.506,71.38,16.364,65.983,16.793,60.83,15.806,70.085,17.737,55.824,14.262,74.896,16.235,63.419,15.42,68.449,13.876,81.001,14.09,76.996,15.677,65.885,15.72,69.109
27,8,2022,5,5am,36.27,17.558,42.876,12.991,36.913,17.924,32.537,31.038,31.079,27.717,31.937,25.153,34.94,25.495,40.216,16.435,35.883,22.002,32.837,22.735,39.144,16.288,34.982,31.038,37.771,17.558,33.867,20.928,32.666,28.107
27,8,2022,11,11am,34.039,15.849,31.336,16.85,31.722,17.656,30.864,25.104,34.039,17.9,34.553,16.337,33.824,20.366,32.151,17.778,30.735,19.951,35.24,15.385,34.94,14.603,33.524,26.252,33.738,14.994,33.352,15.824,32.58,23.028
27,8,2022,17,5pm,19.753,37.924,17.522,43.907,16.879,47.204,19.453,43.077,17.865,44.567,18.466,41.49,20.311,40.757,19.324,37.973,19.281,38.291,20.396,35.58,19.495,37.68,20.053,43.883,17.865,43.077,17.822,43.077,17.436,50.549
27,8,2022,23,11pm,14.562,50.72,15.248,62.295,15.506,55.507,10.529,68.205,14.691,56.484,12.932,56.801,10.958,69.084,13.275,52.088,14.819,65.348,14.605,49.475,14.691,50.867,12.031,67.985,15.334,61.197,15.72,53.382,15.463,59.634
28,8,2022,5,5am,25.158,34.823,31.25,25.519,28.848,28.718,19.324,55.824,22.241,44.542,24.944,36.679,25.33,38.95,20.954,44.371,20.225,52.698,22.069,43.98,30.478,26.593,24.987,45.495,25.115,34.823,25.845,31.868,28.547,34.847
28,8,2022,11,11am,25.759,27.179,26.789,25.153,23.743,29.988,26.531,32.381,26.445,28.254,26.66,27.888,28.118,28.181,30.049,21.612,24.386,29.084,29.663,21.954,28.891,22.393,32.022,28.376,29.577,22.173,25.502,26.496,24.901,34.457
28,8,2022,17,5pm,7.698,68.156,11.216,66.569,11.087,66.374,12.417,57.753,13.146,59.585,15.849,45.885,8.556,71.648,11.688,53.578,11.044,59.902,10.958,50.867,8.813,64.86,8.47,73.944,13.275,54.139,13.661,50.94,15.634,50.794
28,8,2022,23,11pm,6.711,78.022,6.025,88.645,8.041,75.336,9.285,73.358,8.427,79.316,12.374,54.31,8.513,77.875,11.087,58.608,7.912,80.659,6.025,67.985,7.226,76.899,4.223,92.332,5.639,84.225,9.414,62.1,7.011,78.632
29,8,2022,5,5am,33.052,17.021,43.82,10.672,38.372,13.944,29.62,26.593,29.405,25.592,28.934,22.149,33.91,20.757,36.956,14.432,30.864,21.636,30.178,19.56,37.557,13.871,31.894,27.57,33.867,17.558,31.465,18.877,39.573,18.559
29,8,2022,11,11am,29.534,19.292,36.613,13.455,34.982,15.409,33.395,22.32,35.583,16.899,34.854,16.386,33.481,19.829,34.768,15.018,34.553,16.068,37.728,13.138,30.006,18.486,33.91,25.885,37.771,13.04,36.87,13.529,34.553,21.368
29,8,2022,17,5pm,10.915,51.013,7.569,79.585,11.602,63.858,18.723,41.807,13.961,58.584,16.149,41.27,12.588,60.562,18.423,34.628,10.615,58.974,13.618,43.077,13.704,48.205,11.173,64.127,10.315,62.222,14.948,43.834,12.417,56.85
29,8,2022,23,11pm,6.797,70.965,5.381,93.211,10.315,70.965,13.361,57.436,14.905,52.698,17.093,42.051,8.899,74.31,17.35,50.354,8.341,77.167,9.028,54.164,10.744,66.593,6.711,80.342,6.111,77.729,12.245,53.236,10.615,64.029
30,8,2022,5,5am,38.372,14.847,46.823,9.915,44.678,11.551,36.741,21.514,32.666,20.317,39.916,14.652,35.755,19.731,49.097,8.767,35.626,18.51,37.428,15.018,45.064,11.404,30.993,36.239,37.599,15.018,38.372,15.238,46.866,15.311
30,8,2022,11,11am,35.841,15.531,39.873,12.967,37.642,15.58,42.705,17.167,40.302,16.044,39.23,14.774,37.814,17.924,44.635,10.501,38.543,15.214,44.549,10.476,41.718,11.355,43.434,20.415,46.051,10.354,38.801,13.529,36.741,21.074
30,8,2022,17,5pm,14.433,50.867,11.43,65.153,15.935,52.674,23.099,38.608,15.634,57.827,21.169,35.629,15.42,53.846,22.927,32.625,12.975,57.192,18.895,37.924,16.149,46.593,16.75,54.872,13.232,56.606,17.908,43.419,16.75,49.158
30,8,2022,23,11pm,8.513,64.225,5.682,91.355,11.344,73.333,15.72,55.189,12.074,77.094,17.179,46.105,9.543,74.139,18.08,48.669,10.186,72.943,10.915,47.643,12.674,60.757,8.17,80.122,7.655,76.142,13.79,55.311,11.473,63.297
31,8,2022,5,5am,41.332,14.457,45.793,11.038,43.005,12.723,38.629,22.93,35.283,21.27,35.154,18.877,39.83,19.56,45.836,12.137,40.345,15.556,36.913,17.363,44.764,12.405,33.309,33.114,40.002,14.139,37.428,16.484,43.348,17.949
31,8,2022,11,11am,39.444,11.746,41.375,9.768,39.573,11.355,42.104,16.264,41.804,14.774,40.688,11.673,40.56,14.921,43.691,10.232,40.259,12.869,44.678,9.524,45.536,9.06,43.391,19.634,44.378,9.035,41.503,9.744,40.131,15.433
31,8,2022,17,5pm,18.466,33.284,15.592,39.512,16.106,38.901,21.211,34.53,20.139,31.355,23.099,23.028,19.624,34.799,20.911,27.009,18.037,43.834,22.112,24.689,18.037,34.115,14.519,54.75,16.836,36.313,18.294,30.061,15.248,41.221
31,8,2022,23,11pm,10.229,54.579,9.156,69.939,16.621,40.855,17.694,39.267,15.677,46.374,24.601,23.077,13.618,51.453,17.222,36.068,11.516,56.801,11.301,51.624,12.803,48.034,8.513,76.068,9.457,63.346,16.106,38.486,16.192,44.005
1,9,2022,5,5am,36.141,15.629,42.147,12.357,39.959,13.309,30.95,25.568,31.593,23.932,28.719,21.709,30.521,22.466,29.234,22.125,34.854,19.365,29.706,19.585,37.514,15.238,28.805,29.573,34.811,16.825,36.398,15.8,42.104,17.118
1,9,2022,11,11am,36.87,12.234,37.128,13.236,23.185,39.585,37.17,19.56,38.543,14.017,NA,NA,40.731,14.139,36.827,12.821,38.243,12.552,45.708,8.62,39.015,10.232,45.279,19.609,39.101,11.99,23.485,38.51,23.099,45.495
1,9,2022,17,5pm,18.38,41.221,10.443,62.076,NA,NA,24.644,37.192,18.766,43.346,NA,NA,17.908,43.59,21.984,34.017,18.337,46.471,21.254,34.53,16.707,43.321,18.68,45.495,13.833,48.132,NA,NA,NA,NA
1,9,2022,23,11pm,9.628,63.223,3.15,89.915,NA,NA,14.39,51.844,11.13,65.299,NA,NA,12.717,59.023,14.39,45.25,9.671,62.711,10.615,53.748,11.902,51.966,9.328,68.205,5.724,73.358,NA,NA,NA,NA
2,9,2022,5,5am,34.596,14.579,28.076,25.543,NA,NA,33.095,20.733,26.789,21.905,NA,NA,33.309,19.878,38.157,11.819,33.095,18.144,31.079,16.581,39.015,11.306,31.164,28.547,36.741,12.576,NA,NA,NA,NA
2,9,2022,11,11am,33.695,15.556,NA,NA,NA,NA,35.454,20.122,NA,NA,NA,NA,34.468,18.803,37.728,12.772,25.544,25.055,37.085,13.04,37.256,12.747,40.302,20.366,23.785,37.021,NA,NA,NA,NA
2,9,2022,17,5pm,22.027,30.72,NA,NA,NA,NA,22.713,35.531,NA,NA,NA,NA,24.343,30.867,22.584,28.449,NA,NA,21.726,29.744,20.182,33.895,23.013,35.946,NA,NA,NA,NA,NA,NA
2,9,2022,23,11pm,7.655,67.888,NA,NA,NA,NA,19.624,44.127,NA,NA,NA,NA,10.744,69.451,20.311,34.823,NA,NA,12.245,51.477,10.872,55.189,11.387,62.735,NA,NA,NA,NA,NA,NA
3,9,2022,5,5am,39.916,15.433,NA,NA,NA,NA,36.484,24.811,NA,NA,NA,NA,36.184,23.028,34.854,19.341,NA,NA,36.098,18.168,44.206,12.357,34.382,29.768,NA,NA,NA,NA,NA,NA
3,9,2022,11,11am,39.315,11.868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.688,15.165,NA,NA,NA,NA,NA,NA,NA,NA,42.619,18.168,NA,NA,NA,NA,NA,NA
3,9,2022,17,5pm,28.505,22.857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.834,26.203,NA,NA,NA,NA,NA,NA,NA,NA,29.148,30.012,NA,NA,NA,NA,NA,NA
3,9,2022,23,11pm,16.535,42.442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.308,45.568,NA,NA,NA,NA,NA,NA,NA,NA,16.793,51.404,NA,NA,NA,NA,NA,NA
4,9,2022,5,5am,38.457,11.795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.151,20.098,NA,NA,NA,NA,NA,NA,NA,NA,32.323,22.979,NA,NA,NA,NA,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
